total_sim_hits,matched_sim_hits,total_rec_hits,matched_rec_hits,sim_match_fraction,rec_match_fraction
71,62,1084,112,0.8732394366197183,0.1033210332103321
54,53,778,60,0.9814814814814815,0.07712082262210797
48,48,955,63,1.0,0.06596858638743455
27,27,857,46,1.0,0.05367561260210035
100,88,781,106,0.88,0.1357234314980794
22,20,677,33,0.9090909090909091,0.04874446085672083
64,58,885,70,0.90625,0.07909604519774012
17,15,1156,8,0.8823529411764706,0.006920415224913495
58,55,950,49,0.9482758620689655,0.05157894736842105
53,49,532,77,0.9245283018867925,0.14473684210526316
38,38,911,51,1.0,0.05598243688254665
18,18,1164,17,1.0,0.014604810996563574
48,27,482,16,0.5625,0.03319502074688797
150,122,1101,130,0.8133333333333334,0.11807447774750227
154,124,707,127,0.8051948051948052,0.17963224893917965
34,31,690,28,0.9117647058823529,0.04057971014492753
29,25,721,39,0.8620689655172413,0.05409153952843273
50,48,1178,73,0.96,0.06196943972835314
36,34,812,88,0.9444444444444444,0.10837438423645321
182,172,938,180,0.945054945054945,0.19189765458422176
16,14,623,20,0.875,0.03210272873194221
79,50,578,70,0.6329113924050633,0.12110726643598616
23,18,709,37,0.782608695652174,0.05218617771509168
62,54,887,84,0.8709677419354839,0.09470124013528748
88,72,739,108,0.8181818181818182,0.14614343707713126
31,27,622,46,0.8709677419354839,0.07395498392282958
126,111,1266,131,0.8809523809523809,0.10347551342812006
50,45,541,62,0.9,0.11460258780036968
12,9,996,19,0.75,0.019076305220883535
66,49,855,34,0.7424242424242424,0.03976608187134503
31,28,768,50,0.9032258064516129,0.06510416666666667
23,23,1526,41,1.0,0.026867627785058978
38,37,852,43,0.9736842105263158,0.05046948356807512
25,24,609,38,0.96,0.06239737274220033
27,27,558,20,1.0,0.035842293906810034
32,27,733,56,0.84375,0.07639836289222374
45,43,880,61,0.9555555555555556,0.06931818181818182
81,57,1048,33,0.7037037037037037,0.03148854961832061
88,67,866,46,0.7613636363636364,0.053117782909930716
83,70,1101,114,0.8433734939759037,0.10354223433242507
31,19,525,17,0.6129032258064516,0.03238095238095238
21,16,896,25,0.7619047619047619,0.027901785714285716
47,38,663,68,0.8085106382978723,0.10256410256410256
55,51,1115,74,0.9272727272727272,0.06636771300448431
39,38,615,74,0.9743589743589743,0.12032520325203253
28,20,439,15,0.7142857142857143,0.03416856492027335
30,28,666,46,0.9333333333333333,0.06906906906906907
28,26,608,40,0.9285714285714286,0.06578947368421052
34,34,1176,42,1.0,0.03571428571428571
23,22,865,36,0.9565217391304348,0.04161849710982659
54,48,661,53,0.8888888888888888,0.08018154311649017
17,16,513,30,0.9411764705882353,0.05847953216374269
31,31,1203,55,1.0,0.0457190357439734
63,59,1034,82,0.9365079365079365,0.07930367504835589
37,36,1213,65,0.972972972972973,0.05358615004122012
42,37,672,44,0.8809523809523809,0.06547619047619048
29,28,865,48,0.9655172413793104,0.055491329479768786
30,30,898,59,1.0,0.06570155902004454
53,45,485,51,0.8490566037735849,0.10515463917525773
87,77,786,96,0.8850574712643678,0.12213740458015267
64,50,591,25,0.78125,0.04230118443316413
47,44,649,54,0.9361702127659575,0.08320493066255778
50,47,864,75,0.94,0.08680555555555555
35,24,384,18,0.6857142857142857,0.046875
36,31,806,42,0.8611111111111112,0.052109181141439205
41,37,649,42,0.9024390243902439,0.06471494607087827
52,52,1285,82,1.0,0.06381322957198443
87,73,856,97,0.8390804597701149,0.1133177570093458
17,13,709,12,0.7647058823529411,0.01692524682651622
68,63,1223,87,0.9264705882352942,0.07113654946852004
36,34,743,48,0.9444444444444444,0.06460296096904442
23,21,740,33,0.9130434782608695,0.0445945945945946
56,52,661,59,0.9285714285714286,0.08925869894099848
29,18,835,12,0.6206896551724138,0.01437125748502994
27,16,541,16,0.5925925925925926,0.029574861367837338
37,21,902,11,0.5675675675675675,0.012195121951219513
30,23,861,10,0.7666666666666667,0.011614401858304297
29,9,310,7,0.3103448275862069,0.02258064516129032
89,56,640,69,0.6292134831460674,0.1078125
24,15,751,6,0.625,0.007989347536617843
34,33,797,50,0.9705882352941176,0.06273525721455459
39,39,449,56,1.0,0.12472160356347439
93,80,858,112,0.8602150537634409,0.13053613053613053
44,39,971,48,0.8863636363636364,0.04943357363542739
19,14,742,22,0.7368421052631579,0.029649595687331536
32,30,576,49,0.9375,0.08506944444444445
56,55,554,74,0.9821428571428571,0.13357400722021662
20,19,1272,15,0.95,0.01179245283018868
32,32,1037,47,1.0,0.04532304725168756
93,79,885,104,0.8494623655913979,0.11751412429378531
39,25,758,16,0.6410256410256411,0.021108179419525065
12,8,1112,7,0.6666666666666666,0.006294964028776978
40,37,780,58,0.925,0.07435897435897436
43,41,804,75,0.9534883720930233,0.09328358208955224
23,20,513,39,0.8695652173913043,0.07602339181286549
33,30,952,51,0.9090909090909091,0.05357142857142857
26,25,1034,50,0.9615384615384616,0.048355899419729204
26,20,558,9,0.7692307692307693,0.016129032258064516
37,31,663,19,0.8378378378378378,0.02865761689291101
32,30,1104,49,0.9375,0.044384057971014496
119,100,683,94,0.8403361344537815,0.1376281112737921
24,21,507,20,0.875,0.03944773175542406
44,42,1205,60,0.9545454545454546,0.04979253112033195
28,24,1003,41,0.8571428571428571,0.040877367896311065
110,102,1584,129,0.9272727272727272,0.08143939393939394
29,22,591,15,0.7586206896551724,0.025380710659898477
22,16,737,5,0.7272727272727273,0.0067842605156037995
38,33,744,50,0.868421052631579,0.06720430107526881
113,89,466,75,0.7876106194690266,0.1609442060085837
37,35,1189,58,0.9459459459459459,0.04878048780487805
24,24,1245,34,1.0,0.027309236947791166
160,131,387,149,0.81875,0.3850129198966408
57,52,725,76,0.9122807017543859,0.10482758620689656
42,38,1131,70,0.9047619047619048,0.0618921308576481
22,22,445,37,1.0,0.08314606741573034
61,56,993,29,0.9180327868852459,0.02920443101711984
33,32,697,45,0.9696969696969697,0.06456241032998565
38,37,788,51,0.9736842105263158,0.06472081218274112
105,74,626,86,0.7047619047619048,0.13738019169329074
28,24,615,12,0.8571428571428571,0.01951219512195122
41,36,1095,76,0.8780487804878049,0.06940639269406393
45,39,636,55,0.8666666666666667,0.08647798742138364
54,52,891,65,0.9629629629629629,0.07295173961840629
41,32,1063,14,0.7804878048780488,0.01317027281279398
92,83,704,102,0.9021739130434783,0.14488636363636365
38,36,1028,32,0.9473684210526315,0.0311284046692607
62,58,818,82,0.9354838709677419,0.10024449877750612
32,29,792,44,0.90625,0.05555555555555555
19,19,791,13,1.0,0.01643489254108723
71,66,786,97,0.9295774647887324,0.12340966921119594
13,13,799,30,1.0,0.03754693366708386
53,51,1031,72,0.9622641509433962,0.06983511154219205
147,123,923,140,0.8367346938775511,0.15167930660888407
35,31,652,56,0.8857142857142857,0.08588957055214724
64,60,1300,83,0.9375,0.06384615384615384
33,33,445,45,1.0,0.10112359550561797
56,45,1626,67,0.8035714285714286,0.04120541205412054
74,67,654,84,0.9054054054054054,0.12844036697247707
83,82,827,103,0.9879518072289156,0.12454655380894801
69,54,965,79,0.782608695652174,0.08186528497409326
40,36,946,40,0.9,0.042283298097251586
19,19,773,35,1.0,0.045278137128072445
16,11,641,5,0.6875,0.0078003120124804995
44,35,624,50,0.7954545454545454,0.08012820512820513
36,34,966,55,0.9444444444444444,0.056935817805383024
14,14,641,27,1.0,0.0421216848673947
84,74,350,64,0.8809523809523809,0.18285714285714286
17,9,1076,10,0.5294117647058824,0.00929368029739777
54,45,544,58,0.8333333333333334,0.10661764705882353
27,26,1404,33,0.9629629629629629,0.023504273504273504
30,28,737,54,0.9333333333333333,0.07327001356852103
61,59,670,84,0.9672131147540983,0.1253731343283582
20,18,963,36,0.9,0.037383177570093455
21,19,425,7,0.9047619047619048,0.01647058823529412
26,22,881,32,0.8461538461538461,0.036322360953461974
20,20,810,35,1.0,0.043209876543209874
182,151,1012,169,0.8296703296703297,0.16699604743083005
12,10,924,24,0.8333333333333334,0.025974025974025976
34,34,696,43,1.0,0.0617816091954023
49,47,929,57,0.9591836734693877,0.061356297093649086
20,18,795,30,0.9,0.03773584905660377
61,58,786,63,0.9508196721311475,0.08015267175572519
48,48,891,68,1.0,0.07631874298540965
83,76,1034,79,0.9156626506024096,0.07640232108317214
53,51,1061,71,0.9622641509433962,0.06691800188501414
38,30,978,50,0.7894736842105263,0.05112474437627812
82,70,704,91,0.8536585365853658,0.12926136363636365
31,30,334,43,0.967741935483871,0.12874251497005987
42,41,881,67,0.9761904761904762,0.07604994324631101
47,43,1182,56,0.9148936170212766,0.047377326565143825
40,39,718,73,0.975,0.10167130919220056
53,52,727,51,0.9811320754716981,0.07015130674002751
66,66,829,82,1.0,0.09891435464414958
57,55,986,76,0.9649122807017544,0.07707910750507099
19,15,878,12,0.7894736842105263,0.01366742596810934
27,12,580,5,0.4444444444444444,0.008620689655172414
25,23,993,22,0.92,0.022155085599194362
44,44,733,73,1.0,0.09959072305593451
23,21,752,35,0.9130434782608695,0.04654255319148936
34,33,695,55,0.9705882352941176,0.07913669064748201
57,56,474,50,0.9824561403508771,0.10548523206751055
30,26,894,51,0.8666666666666667,0.05704697986577181
39,34,589,24,0.8717948717948718,0.04074702886247878
28,18,877,32,0.6428571428571429,0.036488027366020526
27,26,771,18,0.9629629629629629,0.023346303501945526
