total_sim_hits,matched_sim_hits,total_rec_hits,matched_rec_hits,sim_match_fraction,rec_match_fraction
44,42,531,48,0.9545454545454546,0.0903954802259887
30,29,1534,46,0.9666666666666667,0.02998696219035202
35,25,808,34,0.7142857142857143,0.04207920792079208
49,43,791,53,0.8775510204081632,0.06700379266750948
51,48,782,65,0.9411764705882353,0.08312020460358056
47,47,572,61,1.0,0.10664335664335664
23,18,806,14,0.782608695652174,0.017369727047146403
23,21,460,6,0.9130434782608695,0.013043478260869565
95,87,1060,105,0.9157894736842105,0.09905660377358491
23,17,375,3,0.7391304347826086,0.008
31,31,892,36,1.0,0.04035874439461883
79,71,1218,93,0.8987341772151899,0.07635467980295567
48,44,879,55,0.9166666666666666,0.06257110352673492
80,72,1101,91,0.9,0.08265213442325159
10,8,1131,4,0.8,0.0035366931918656055
39,36,870,38,0.9230769230769231,0.04367816091954023
14,13,1183,18,0.9285714285714286,0.015215553677092139
35,35,1263,50,1.0,0.0395882818685669
24,24,335,43,1.0,0.12835820895522387
39,36,402,29,0.9230769230769231,0.07213930348258707
55,44,1133,79,0.8,0.06972639011473963
95,87,1111,106,0.9157894736842105,0.09540954095409541
84,78,675,77,0.9285714285714286,0.11407407407407408
16,16,762,10,1.0,0.013123359580052493
40,38,632,49,0.95,0.07753164556962025
12,10,981,9,0.8333333333333334,0.009174311926605505
89,47,478,22,0.5280898876404494,0.04602510460251046
45,45,1265,58,1.0,0.0458498023715415
26,23,683,12,0.8846153846153846,0.017569546120058566
4,0,854,0,0.0,0.0
51,49,764,63,0.9607843137254902,0.0824607329842932
27,25,649,39,0.9259259259259259,0.060092449922958396
46,40,868,59,0.8695652173913043,0.06797235023041474
119,89,571,107,0.7478991596638656,0.18739054290718038
19,19,890,31,1.0,0.0348314606741573
30,25,770,17,0.8333333333333334,0.02207792207792208
12,10,760,22,0.8333333333333334,0.02894736842105263
6,0,1294,0,0.0,0.0
187,139,699,154,0.7433155080213903,0.22031473533619456
74,68,1452,107,0.918918918918919,0.07369146005509641
148,111,615,107,0.75,0.17398373983739837
21,15,684,14,0.7142857142857143,0.02046783625730994
20,20,973,36,1.0,0.03699897225077081
34,28,381,38,0.8235294117647058,0.09973753280839895
24,23,812,42,0.9583333333333334,0.05172413793103448
31,26,640,12,0.8387096774193549,0.01875
159,135,1118,174,0.8490566037735849,0.1556350626118068
34,14,314,6,0.4117647058823529,0.01910828025477707
15,13,584,7,0.8666666666666667,0.011986301369863013
64,60,1125,82,0.9375,0.07288888888888889
14,10,540,3,0.7142857142857143,0.005555555555555556
25,25,1003,58,1.0,0.05782652043868395
66,51,588,40,0.7727272727272727,0.06802721088435375
69,60,460,74,0.8695652173913043,0.1608695652173913
39,38,1081,50,0.9743589743589743,0.04625346901017576
28,21,964,16,0.75,0.016597510373443983
46,19,568,15,0.41304347826086957,0.02640845070422535
46,34,618,23,0.7391304347826086,0.0372168284789644
98,84,738,119,0.8571428571428571,0.16124661246612465
10,6,1427,3,0.6,0.002102312543798178
47,37,479,33,0.7872340425531915,0.06889352818371608
20,19,771,32,0.95,0.041504539559014265
21,17,1173,16,0.8095238095238095,0.013640238704177323
7,0,778,0,0.0,0.0
92,83,553,104,0.9021739130434783,0.18806509945750452
60,48,569,60,0.8,0.1054481546572935
82,70,632,78,0.8536585365853658,0.12341772151898735
45,43,824,55,0.9555555555555556,0.06674757281553398
36,35,1265,45,0.9722222222222222,0.03557312252964427
54,50,1113,49,0.9259259259259259,0.0440251572327044
65,64,1290,104,0.9846153846153847,0.08062015503875969
42,20,371,4,0.47619047619047616,0.01078167115902965
11,11,331,14,1.0,0.04229607250755287
68,68,1302,87,1.0,0.06682027649769585
97,84,517,85,0.865979381443299,0.1644100580270793
108,80,558,84,0.7407407407407407,0.15053763440860216
50,38,802,48,0.76,0.059850374064837904
15,10,653,16,0.6666666666666666,0.02450229709035222
16,11,885,16,0.6875,0.01807909604519774
18,17,487,12,0.9444444444444444,0.024640657084188913
11,9,779,5,0.8181818181818182,0.006418485237483954
30,23,1037,29,0.7666666666666667,0.027965284474445518
19,18,827,17,0.9473684210526315,0.020556227327690448
23,20,491,25,0.8695652173913043,0.05091649694501019
13,13,446,6,1.0,0.013452914798206279
17,13,718,4,0.7647058823529411,0.005571030640668524
36,35,579,53,0.9722222222222222,0.09153713298791019
52,33,635,21,0.6346153846153846,0.03307086614173228
22,21,892,34,0.9545454545454546,0.03811659192825112
80,57,552,60,0.7125,0.10869565217391304
42,38,288,19,0.9047619047619048,0.06597222222222222
49,46,496,52,0.9387755102040817,0.10483870967741936
48,39,1315,31,0.8125,0.023574144486692015
11,6,471,2,0.5454545454545454,0.004246284501061571
13,12,1157,7,0.9230769230769231,0.006050129645635264
25,24,553,36,0.96,0.0650994575045208
17,17,433,33,1.0,0.07621247113163972
101,94,1212,91,0.9306930693069307,0.07508250825082509
16,15,488,26,0.9375,0.05327868852459016
95,68,453,49,0.7157894736842105,0.10816777041942605
70,46,674,22,0.6571428571428571,0.032640949554896145
57,54,490,78,0.9473684210526315,0.15918367346938775
17,15,1265,6,0.8823529411764706,0.0047430830039525695
46,31,626,22,0.6739130434782609,0.03514376996805112
54,53,1209,67,0.9814814814814815,0.055417700578990904
