total_sim_hits,matched_sim_hits,total_rec_hits,matched_rec_hits,sim_match_fraction,rec_match_fraction
26,16,678,7,0.6153846153846154,0.01032448377581121
23,23,580,16,1.0,0.027586206896551724
16,16,729,22,1.0,0.03017832647462277
12,10,865,7,0.8333333333333334,0.008092485549132947
25,24,622,36,0.96,0.05787781350482315
21,21,691,42,1.0,0.060781476121562955
28,27,838,44,0.9642857142857143,0.05250596658711217
41,38,1029,46,0.926829268292683,0.04470359572400389
20,20,672,26,1.0,0.03869047619047619
30,27,653,19,0.9,0.02909647779479326
40,37,730,63,0.925,0.0863013698630137
27,18,543,7,0.6666666666666666,0.01289134438305709
19,16,673,29,0.8421052631578947,0.04309063893016345
16,16,928,31,1.0,0.0334051724137931
70,59,696,83,0.8428571428571429,0.11925287356321838
31,31,1066,47,1.0,0.04409005628517824
36,30,357,40,0.8333333333333334,0.11204481792717087
34,34,1178,65,1.0,0.055178268251273345
6,6,700,7,1.0,0.01
14,14,673,26,1.0,0.03863298662704309
45,44,980,54,0.9777777777777777,0.05510204081632653
51,43,738,49,0.8431372549019608,0.06639566395663957
14,13,831,29,0.9285714285714286,0.03489771359807461
54,51,1266,86,0.9444444444444444,0.0679304897314376
69,67,929,88,0.9710144927536232,0.09472551130247578
22,22,687,37,1.0,0.053857350800582245
41,35,989,52,0.8536585365853658,0.0525783619817998
90,82,783,106,0.9111111111111111,0.13537675606641125
26,26,856,38,1.0,0.04439252336448598
42,38,524,46,0.9047619047619048,0.08778625954198473
12,7,592,14,0.5833333333333334,0.02364864864864865
18,16,736,10,0.8888888888888888,0.01358695652173913
14,14,658,26,1.0,0.03951367781155015
24,23,601,37,0.9583333333333334,0.06156405990016639
47,43,480,65,0.9148936170212766,0.13541666666666666
14,14,511,26,1.0,0.050880626223091974
23,23,700,34,1.0,0.04857142857142857
21,19,1179,32,0.9047619047619048,0.02714164546225615
12,11,836,7,0.9166666666666666,0.008373205741626795
12,12,551,24,1.0,0.043557168784029036
56,40,372,12,0.7142857142857143,0.03225806451612903
13,13,695,24,1.0,0.034532374100719423
33,30,890,44,0.9090909090909091,0.04943820224719101
6,5,587,2,0.8333333333333334,0.0034071550255536627
26,22,887,20,0.8461538461538461,0.02254791431792559
8,8,967,13,1.0,0.01344364012409514
10,9,443,12,0.9,0.02708803611738149
79,69,475,79,0.8734177215189873,0.16631578947368422
12,7,672,7,0.5833333333333334,0.010416666666666666
37,36,430,55,0.972972972972973,0.12790697674418605
83,76,966,99,0.9156626506024096,0.10248447204968944
